Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2001);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
231;17523;"Neurologia Croatica";journal;"03538842";0,100;Q4;5;7;52;219;2;52;0,03;31,29;Croatia;"Neuroloske Klinke I Zavoda Za Neuropatologiju Klinickog Bolnick Og Centra I Medicinskog Fakulteta Sveucilista U Zagrebu";"Neurology (clinical) (Q4)"
232;70276;"Brazilian Journal of Epilepsy and Clinical Neurophysiology";journal;"01049275";0,100;Q4;4;0;71;0;1;59;0,03;0,00;Brazil;"Servico De Neurologia Do Hospital Sao Lucas Da Pucrs";"Neurology (clinical) (Q4)"
233;15680;"Giornale di Neuropsicofarmacologia";journal;"03919048";0,100;Q4;1;19;67;224;0;67;0,00;11,79;Italy;"C I C Edizioni International srl";"Neurology (clinical) (Q4); Neuropsychology and Physiological Psychology (Q4); Neuroscience (miscellaneous) (Q4); Pharmaceutical Science (Q4); Pharmacology (Q4); Pharmacology (medical) (Q4); Psychiatry and Mental Health (Q4)"
234;18619;"Practical Neurology";journal;"14747758, 14747766";;-;34;19;0;350;0;0;0,00;18,42;United Kingdom;"BMJ Publishing Group";"Medicine (miscellaneous); Neurology (clinical)"
235;21370;"Expert Review of Neurotherapeutics";journal;"14737175";;-;63;28;0;2001;0;0;0,00;71,46;United Kingdom;"Taylor & Francis";"Neurology (clinical); Neuroscience (miscellaneous); Pharmacology (medical)"
236;12578;"Douleurs";journal;"16245687";;-;8;49;0;387;0;0;0,00;7,90;France;"Elsevier Masson";"Anesthesiology and Pain Medicine; Neurology (clinical)"
237;16714;"Journal of Headache and Pain";journal;"11292377, 11292369";;-;48;52;0;2086;0;0;0,00;40,12;Germany;"Springer Verlag";"Anesthesiology and Pain Medicine; Medicine (miscellaneous); Neurology (clinical)"
238;28657;"Bolest";journal;"12120634, 12126861";;-;5;30;0;605;0;0;0,00;20,17;Czech Republic;"TIGIS Spol. s.r.o.";"Anesthesiology and Pain Medicine; Neurology (clinical)"
239;19700180838;"Blue Books of Practical Neurology";book series;"18773419";;-;6;18;0;1554;0;0;0,00;86,33;Netherlands;"Elsevier BV";"Neurology; Neurology (clinical)"
240;19700180775;"NeuroImmune Biology";book series;"15677443";;-;9;41;0;2062;0;0;0,00;50,29;Netherlands;"Elsevier BV";"Immunology; Neurology; Neurology (clinical)"
241;7200153153;"Journal of Epilepsy and Clinical Neurophysiology";journal;"16762649";;-;10;8;0;97;0;0;0,00;12,13;Brazil;"Liga Brasileira de Epilepsia";"Neurology; Neurology (clinical); Physiology (medical)"
242;13070;"Spine Journal";journal;"15299430";;-;88;102;0;1602;0;0;0,00;15,71;Netherlands;"Elsevier BV";"Neurology (clinical); Surgery"
243;14989;"Current Neurology and Neuroscience Reports";journal;"15284042, 15346293";;-;59;81;0;3210;0;0;0,00;39,63;United States;"Current Science Inc.";"Neurology (clinical); Neuroscience (miscellaneous)"
244;14903;"Clinical Neuroscience Research";journal;"15662772";;-;32;54;0;4673;0;0;0,00;86,54;Netherlands;"Elsevier BV";"Biological Psychiatry; Neurology; Neurology (clinical); Neuropsychology and Physiological Psychology; Psychiatry and Mental Health"
245;14333;"Thalamus and Related Systems";journal;"14729288, 17448107";;-;20;22;0;1117;0;0;0,00;50,77;United Kingdom;"Cambridge University Press";"Neurology (clinical); Neuroscience (miscellaneous)"
246;14258;"BMC Neurology";journal;"14712377";;-;59;8;0;267;0;0;0,00;33,38;United Kingdom;"BioMed Central";"Medicine (miscellaneous); Neurology (clinical)"
